PDB_ID	RELEASE_DATE	INITIAL_SPLIT	STRICT_RANK1_RMSD_ANGSTROM	SELECTION_STATUS	FINAL_SPLIT	FINAL_STATUS	EXCLUSION_REASON	RNA_CHAIN_ID	TARGET_DIRECTORY
36LE	2026-07-01	test	14.083	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
36LL	2026-07-01	test	14.681	SELECTED	test	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/test/36ll
36LM	2026-07-01	test	0.185	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
377D	1998-08-10	train	23.733	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
379D	1998-02-11	train	0.84	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
387D	2003-08-26	train	15.447	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 15.447 A > 15 A	A	
397D	1998-09-11	train	0.34	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3A3A	2009-08-11	train	2.435	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3a3a
3B31	2007-12-25	train	0.54	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3B4A	2007-12-11	train	1.283	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3B4B	2007-12-11	train	0.409	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3B4C	2007-12-11	train	1.196	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3B58	2008-08-12	train	0.857	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3B5A	2008-08-12	train	0.242	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3B5F	2008-08-12	train	0.223	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3B5S	2008-08-12	train	0.215	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3B91	2008-08-12	train	0.246	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3BBI	2008-08-12	train	0.261	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3BBK	2008-08-12	train		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3BBM	2008-08-12	train	0.223	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3BBV	2008-10-21	train	3.031	SELECTED	train	KEPT		z	/storage9920/home/tinghao.xia/Data_V1/train/3bbv
3BNL	2008-06-24	train	0.165	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3BNN	2008-06-24	train	14.154	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
3BNO	2008-06-24	train	10.807	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
3BNP	2008-06-24	train	0.448	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3BNQ	2008-06-24	train	13.161	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
3BNR	2008-06-24	train	13.681	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
3BNS	2008-06-24	train	13.675	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
3BNT	2008-06-24	train	19.555	EXCLUDE_TRAIN_RMSD_CUTOFF		EXCLUDE_TRAIN_RMSD_CUTOFF	strict rank-1 RMSD 19.555 A > 15 A	A	
3BWP	2008-04-15	train	3.145	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3bwp
3C44	2008-05-06	train	1.079	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3CGP	2008-07-01	train	0.193	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3CGQ	2008-07-01	train	0.189	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3CGR	2008-07-01	train	0.14	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3CGS	2008-07-01	train	0.237	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3CJZ	2008-10-14	train	0.96	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3CW5	2008-09-02	train	2.544	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3cw5
3CW6	2008-09-02	train	2.559	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3cw6
3CZW	2008-09-09	train	12.524	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/3czw
3D0M	2008-09-09	train	13.444	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/3d0m
3D0U	2008-07-01	train	0.637	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3d0u
3D0X	2008-07-01	train	0.922	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3d0x
3D2G	2008-07-01	train	21.186	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3D2V	2008-07-01	train	15.001	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3D2X	2008-07-01	train	22.875	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3DG0	2009-02-03	train		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3DG2	2009-02-03	train		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3DG4	2009-02-03	train		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3DG5	2009-02-03	train		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3DHS	2009-01-27	train	8.706	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dhs
3DIG	2008-09-16	train	0.49	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/3dig
3DIL	2008-09-16	train	0.526	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dil
3DIM	2008-09-16	train	0.449	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dim
3DIO	2008-09-16	train	0.608	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/3dio
3DIQ	2008-09-16	train	0.567	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3diq
3DIR	2008-09-16	train	0.601	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dir
3DIS	2008-09-16	train	0.592	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dis
3DIX	2008-09-16	train	0.437	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dix
3DIY	2008-09-16	train	0.501	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3diy
3DIZ	2008-09-16	train	0.526	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3diz
3DJ0	2008-09-16	train	0.649	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dj0
3DJ2	2008-09-16	train	0.662	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dj2
3DS7	2009-02-17	train	24.692	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3DVV	2008-08-12	train	20.449	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3DVZ	2009-03-24	train	0.444	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dvz
3DW4	2009-03-24	train	0.217	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dw4
3DW5	2009-03-24	train	0.738	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dw5
3DW6	2009-03-24	train	0.377	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dw6
3DW7	2009-03-24	train	0.838	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3dw7
3E5C	2008-10-07	train	0.234	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3e5c
3E5E	2008-10-07	train	0.262	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3e5e
3E5F	2008-10-07	train	0.266	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3e5f
3EOG	2008-10-28	train	1.204	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3EOH	2008-10-28	train	1.601	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3F2Q	2009-01-27	train	0.624	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/3f2q
3F2T	2009-01-27	train	0.436	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/3f2t
3F2W	2009-01-27	train	0.685	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/3f2w
3F2X	2009-01-27	train	0.581	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/3f2x
3F2Y	2009-01-27	train	0.501	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/3f2y
3F30	2009-01-27	train	0.489	SELECTED	train	KEPT		X	/storage9920/home/tinghao.xia/Data_V1/train/3f30
3F4E	2009-01-27	train	0.485	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3F4G	2009-01-27	train	0.469	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3F4H	2009-01-27	train	0.41	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3FAR	2009-11-24	train	0.502	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3FO4	2009-06-23	train	0.323	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3fo4
3FO6	2009-06-23	train	0.384	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3fo6
3FS0	2009-02-24	train	0.184	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3FTM	2009-02-24	train	16.735	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
3FU2	2009-03-03	train	22.418	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3FWO	2010-01-19	train	4.5	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3G4M	2009-06-23	train	0.632	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3g4m
3G78	2010-02-16	train	1.129	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3GAO	2009-06-23	train	0.516	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3gao
3GCA	2009-03-03	train	0.395	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3gca
3GER	2009-06-23	train	0.497	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3ger
3GES	2009-06-23	train	0.515	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3ges
3GLP	2009-05-26	train	5.078	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=5; required exactly 1		
3GM7	2009-05-26	train	1.123	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3GOG	2009-06-23	train	0.337	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3gog
3GOT	2009-06-23	train	0.329	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3got
3GS1	2009-05-12	train	0.294	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
3GS5	2009-04-21	train	0.153	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3GS8	2009-04-21	train		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
3GVN	2009-07-28	train	0.971	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3GX2	2010-01-12	train	0.469	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3gx2
3GX3	2010-01-12	train	0.415	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3gx3
3GX5	2010-01-12	train	0.425	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3gx5
3GX6	2010-01-12	train	0.483	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3gx6
3GX7	2010-01-12	train	0.511	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3gx7
3HGA	2009-08-18	train		EXCLUDE_FROZEN_RMSD		EXCLUDE_FROZEN_RMSD	PDB is listed in exclude_strict_rank1_rmsd_pdb.txt	X	
3IBK	2010-05-12	train	1.143	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3IGI	2009-12-22	train	1.368	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3IQN	2010-08-04	train	0.52	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3iqn
3IQP	2010-08-04	train	0.918	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3iqp
3IQR	2010-08-04	train	0.488	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3iqr
3IVN	2010-01-19	train	26.492	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3IZD	2010-12-01	train	11.525	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3izd
3J28	2013-01-16	train		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	N	
3J29	2013-01-16	train		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	N	
3J2A	2013-01-16	train		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	N	
3J2B	2013-01-16	train		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	N	
3J2C	2013-01-16	train	25.077	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3J2D	2013-01-16	train		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	N	
3J2E	2013-01-16	train		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	N	
3J2F	2013-01-16	train		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	N	
3J2G	2013-01-16	train		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	N	
3J2H	2013-01-16	train		EXCLUDE_NO_STRICT_RANK1		EXCLUDE_NO_STRICT_RANK1	PDB is absent from rank1_targets.csv	N	
3JQ4	2010-09-08	train	4.137	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3JXQ	2010-02-09	train	1.208	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
3JXR	2010-02-09	train	10.625	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3K1V	2009-10-06	train	0.414	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3k1v
3L0U	2010-03-16	train	1.331	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3l0u
3LA5	2010-01-26	train	1.08	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3la5
3LOA	2010-08-04	train	0.318	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3MEI	2011-01-26	train	0.59	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3MIJ	2011-02-16	train	1.111	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3mij
3MJ3	2010-05-19	train	0.416	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3MJA	2010-05-19	train	0.423	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3MJB	2010-05-19	train	0.366	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3ND3	2011-09-21	train	14.357	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3nd3
3ND4	2011-09-21	train	14.418	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3nd4
3NJ6	2010-08-25	train	8.413	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3nj6
3NJ7	2010-08-25	train	11.945	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
3NPN	2010-10-06	train	0.793	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3npn
3NPQ	2010-10-06	train	16.944	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=3; required exactly 1		
3OWI	2010-12-29	train	2.555	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3OWW	2010-12-29	train	2.513	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3OWZ	2010-12-29	train	2.328	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3OX0	2010-12-29	train	2.237	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3OXB	2010-12-29	train	2.482	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3OXD	2010-12-29	train	2.309	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3OXE	2010-12-29	train	2.568	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3OXJ	2010-12-29	train	2.338	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3OXM	2010-12-29	train	2.451	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3P22	2010-12-08	train	39.614	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
3P4A	2011-01-05	train		EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
3P4B	2011-01-05	train	3.359	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=6; required exactly 1		
3P4C	2011-01-05	train	1.626	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3P4D	2011-01-05	train	0.272	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3P59	2011-04-06	train	1.956	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=8; required exactly 1		
3PDR	2011-02-23	train	28.929	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3PHP	1998-10-21	train	5.477	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3php
3Q3Z	2011-05-11	train	26.982	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3Q50	2011-05-18	train	0.296	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3q50
3Q51	2011-05-18	train	1.597	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3q51
3R1C	2011-06-01	train	22.802	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=36; required exactly 1		
3R1D	2011-06-01	train	22.223	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=5; required exactly 1		
3R1E	2011-06-01	train	0.341	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3R4F	2011-04-20	train	2.462	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3r4f
3RG5	2011-06-08	train	23.536	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3RKF	2011-08-17	train	28.222	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=4; required exactly 1		
3S49	2011-06-29	train	19.444	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=7; required exactly 1		
3S4P	2011-09-21	train	0.305	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3S7C	2012-04-11	train	0.436	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3s7c
3S8U	2012-04-11	train	0.6	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3s8u
3SD3	2011-09-21	train	0.347	SELECTED	train	KEPT		A	/storage9920/home/tinghao.xia/Data_V1/train/3sd3
3SJ2	2011-08-03	train	0.175	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3SKI	2011-08-17	train	1.323	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
3SKL	2011-08-17	train	30.32	EXCLUDE_MULTI_RNA_CHAIN		EXCLUDE_MULTI_RNA_CHAIN	RNA_CHAIN_COUNT=2; required exactly 1		
